Date,Price_Oil,Price_Dollar,Price_Gold
6/8/18,49.58,93.08,"1,343.70"
6/7/18,49.29,93.36,"1,334.70"
6/6/18,50.79,92.97,"1,324.30"
6/5/18,49.98,92.65,"1,322.60"
6/4/18,50.42,92.17,"1,325.60"
6/3/18,50.58,92.19,"1,323.40"
6/2/18,51.67,92.51,"1,324.70"
6/1/18,51.56,91.79,"1,333.20"
5/31/18,52.14,92.05,"1,336.90"
5/30/18,51.88,91.87,"1,336.30"
5/29/18,52.22,92.12,"1,349.70"
5/28/18,50.66,92.52,"1,359.20"
5/27/18,50.55,91.88,"1,345.10"
5/26/18,50.41,91.9,"1,342.40"
5/25/18,49.48,91.35,"1,364.00"
5/24/18,49.91,91.66,"1,358.30"
5/23/18,49.89,92.29,"1,357.40"
5/22/18,49.89,92.25,"1,372.20"
5/21/18,49.3,92.64,"1,376.30"
5/20/18,48.23,92.81,"1,373.80"
5/19/18,48.07,92.67,"1,378.90"
5/18/18,47.48,92.88,"1,381.20"
5/17/18,49.09,92.25,"1,396.40"
5/16/18,49.16,92.21,"1,395.10"
5/15/18,48.66,92.74,"1,383.00"
5/14/18,47.41,93.28,"1,388.30"
5/13/18,47.32,93.15,"1,338.08"
5/12/18,47.29,93.55,"1,341.22"
5/11/18,47.23,93.09,"1,374.20"
5/10/18,45.96,93.43,"1,365.60"
5/9/18,46.44,93.62,"1,358.00"
5/8/18,46.57,93.54,"1,362.80"
5/7/18,47.87,93.85,"1,359.70"
5/6/18,47.43,93.41,"1,341.90"
5/5/18,48.41,93.07,"1,336.00"
5/4/18,47.64,93.4,"1,338.80"
5/3/18,47.37,93.55,"1,335.50"
5/2/18,48.51,93.65,"1,341.00"
5/1/18,47.09,93.43,"1,335.70"
4/30/18,46.78,93.54,"1,336.80"
4/29/18,47.55,92.84,"1,327.50"
4/28/18,47.59,92.84,"1,324.20"
4/27/18,48.82,93.04,"1,334.80"
4/26/18,48.59,92.86,"1,338.10"
4/25/18,49.56,93.26,"1,334.50"
4/24/18,49.17,93.86,"1,323.70"
4/23/18,49.39,93.67,"1,307.10"
4/22/18,49.58,94.05,"1,308.70"
4/21/18,49.03,93.98,"1,308.40"
4/20/18,49.59,93.86,"1,318.30"
4/19/18,49.16,94.31,"1,322.20"
4/18/18,50.17,94.78,"1,323.00"
4/17/18,49.71,94.6,"1,317.20"
4/16/18,49.04,95.13,"1,319.10"
4/15/18,48.75,95.15,"1,310.20"
4/14/18,47.89,95.73,"1,298.90"
4/13/18,46.34,95.76,"1,300.90"
4/12/18,45.77,95.67,"1,303.10"
4/11/18,46.79,96.02,"1,303.60"
4/10/18,47.12,96.01,"1,294.80"
4/9/18,46.4,95.8,"1,291.40"
4/8/18,46.02,96.29,"1,291.20"
4/7/18,46.54,96.22,"1,283.10"
4/6/18,46.08,96.22,"1,276.50"
4/5/18,45.49,95.63,"1,266.20"
4/4/18,45.04,95.63,"1,268.90"
4/3/18,44.4,96.01,"1,265.40"
4/2/18,44.23,96.39,"1,263.70"
4/1/18,45.52,97.43,"1,260.10"
3/31/18,45.13,97.26,"1,274.40"
3/30/18,47.13,97.59,"1,271.60"
3/29/18,47.07,97.56,"1,227.55"
3/28/18,46.04,97.76,"1,268.60"
3/27/18,44.93,97.55,"1,291.70"
3/26/18,44.74,97.16,"1,295.40"
3/25/18,44.24,97.43,"1,298.50"
3/24/18,43.38,96.94,"1,296.10"
3/23/18,43.01,96.97,"1,295.40"
3/22/18,42.74,97.14,"1,305.40"
3/21/18,42.53,97.27,"1,298.10"
3/20/18,43.23,96.92,"1,294.60"
3/19/18,44.2,96.75,"1,292.50"
3/18/18,44.74,96.64,"1,296.10"
3/17/18,44.46,96.8,"1,305.80"
3/16/18,44.73,96.72,"1,303.90"
3/15/18,46.46,97.2,"1,325.30"
3/14/18,46.08,96.92,"1,318.30"
3/13/18,45.83,97.28,"1,318.60"
3/12/18,45.64,97.44,"1,321.00"
3/11/18,45.72,97.44,"1,329.00"
3/10/18,48.19,97.25,"1,342.70"
3/9/18,47.4,97.24,"1,347.10"
3/8/18,47.66,97.35,"1,332.70"
3/7/18,48.36,96.98,"1,330.20"
3/6/18,48.32,97.14,"1,320.30"
3/5/18,49.66,97.88,"1,325.60"
3/4/18,49.97,97.58,"1,316.20"
3/3/18,49.94,98.11,"1,266.69"
3/2/18,49.8,98.91,"1,268.22"
3/1/18,48.9,99.25,"1,321.90"
2/28/18,51.36,99.62,"1,310.40"
2/27/18,51.47,99.67,"1,306.80"
2/26/18,50.73,99.66,"1,309.20"
2/25/18,50.33,99.06,"1,315.10"
2/24/18,49.35,98.65,"1,307.00"
2/23/18,49.07,98.8,"1,306.30"
2/22/18,48.66,99.21,"1,313.30"
2/21/18,48.85,98.98,"1,291.50"
2/20/18,47.84,99.08,"1,285.10"
2/19/18,47.83,99.05,"1,282.80"
2/18/18,47.33,99.08,"1,280.00"
2/17/18,45.88,99.05,"1,274.70"
2/16/18,46.43,98.78,"1,272.20"
2/15/18,46.22,99.09,"1,283.20"
2/14/18,45.52,99.98,"1,282.90"
2/13/18,47.82,99.78,"1,284.50"
2/12/18,47.66,99.74,"1,304.70"
2/11/18,48.84,99.5,"1,313.20"
2/10/18,49.33,100.29,"1,311.70"
2/9/18,48.97,100.56,"1,324.20"
2/8/18,49.62,100.56,"1,321.80"
2/7/18,49.56,100.78,"1,320.10"
2/6/18,49.23,100.71,"1,323.10"
2/5/18,49.62,101.02,"1,332.90"
2/4/18,50.27,101.18,"1,344.10"
2/3/18,50.44,100.67,"1,338.80"
2/2/18,52.41,100.56,"1,337.60"
2/1/18,52.65,100.54,"1,348.00"
1/31/18,53.18,100.54,"1,346.90"
1/30/18,53.11,100.35,"1,289.65"
1/29/18,53.4,100.41,"1,343.80"
1/28/18,53.08,100,"1,334.40"
1/27/18,52.24,99.71,"1,330.50"
1/26/18,51.7,99.17,"1,310.40"
1/25/18,51.15,99.63,"1,313.90"
1/24/18,51.03,99.76,"1,309.50"
1/23/18,50.24,99.68,"1,304.60"
1/22/18,50.6,99.81,"1,314.50"
1/21/18,50.35,100.41,"1,310.40"
1/20/18,49.51,100.3,"1,307.50"
1/19/18,48.37,100.36,"1,304.40"
1/18/18,47.73,100.74,"1,313.20"
1/17/18,47.97,101.7,"1,315.20"
1/16/18,47.7,101.31,"1,315.10"
1/15/18,48.04,101.25,"1,308.10"
1/14/18,47.34,101.85,"1,306.20"
1/13/18,48.22,102.07,"1,309.20"
1/12/18,48.78,101.81,"1,306.70"
1/11/18,48.75,101.64,"1,294.90"
1/10/18,48.86,101.54,"1,291.30"
1/9/18,47.72,102.2,"1,288.40"
1/8/18,48.4,101.78,"1,262.00"
1/7/18,48.49,101.12,"1,264.00"
1/6/18,49.28,101.13,"1,264.30"
1/5/18,50.28,101.09,"1,261.70"
1/4/18,53.14,101.05,"1,263.40"
1/3/18,53.2,101.22,"1,269.60"
1/2/18,53.33,101.37,"1,275.40"
1/1/18,52.61,100.95,"1,285.00"
12/31/17,53.83,100.95,"1,286.50"
12/30/17,54.01,100.44,"1,291.60"
12/29/17,54.05,101.18,"1,308.80"
12/28/17,53.99,101.25,"1,312.00"
12/27/17,54.45,100.96,"1,316.80"
12/26/17,53.59,100.8,"1,316.10"
12/25/17,54.06,100.65,"1,309.40"
12/24/17,53.97,100.28,"1,291.00"
12/23/17,53.79,100.26,"1,296.90"
12/22/17,53.4,99.91,"1,238.20"
12/21/17,53.36,99.87,"1,237.30"
12/20/17,53.11,99.79,"1,297.10"
12/19/17,53.2,99.64,"1,300.40"
12/18/17,52.93,99.51,"1,291.90"
12/17/17,53.86,100.43,"1,282.60"
12/16/17,53,100.53,"1,282.60"
12/15/17,52.34,100.38,"1,292.20"
12/14/17,52.17,100.03,"1,293.10"
12/13/17,53.01,100.35,"1,296.00"
12/12/17,53.83,100.16,"1,294.10"
12/11/17,53.54,100.74,"1,291.00"
12/10/17,53.88,101.15,"1,279.90"
12/9/17,52.81,100.93,"1,278.30"
12/8/17,52.63,100.33,"1,267.20"
12/7/17,53.17,101.18,"1,269.50"
12/6/17,53.78,101.18,"1,254.10"
12/5/17,52.75,101.35,"1,249.40"
12/4/17,53.18,101.78,"1,250.60"
12/3/17,52.75,102.01,"1,258.80"
12/2/17,52.42,101.93,"1,271.80"
12/1/17,51.37,102.22,"1,276.60"
11/30/17,51.08,101.52,"1,266.90"
11/29/17,52.48,102.7,"1,263.20"
11/28/17,52.52,103.21,"1,273.40"
11/27/17,52.45,102.83,"1,275.10"
11/26/17,52.37,102.21,"1,202.85"
11/25/17,53.01,102.68,"1,203.35"
11/24/17,52.25,103.3,"1,259.00"
11/23/17,50.82,103.02,"1,261.00"
11/22/17,51.96,103.01,"1,257.70"
11/21/17,53.99,103.01,"1,246.20"
11/20/17,53.76,103.09,"1,245.30"
11/19/17,53.26,103.02,"1,233.40"
11/18/17,52.33,103.29,"1,239.80"
11/17/17,54.03,103.14,"1,224.80"
11/16/17,53.72,102.95,"1,222.40"
11/15/17,53.77,103.02,"1,151.05"
11/14/17,54.06,101.76,"1,212.20"
11/13/17,53.9,101.07,"1,218.90"
11/12/17,53.19,101.03,"1,201.70"
11/11/17,53.02,101.59,"1,199.60"
11/10/17,52.95,101.1,"1,134.55"
11/9/17,52.49,100.23,"1,135.00"
11/8/17,52.23,100.49,"1,194.50"
11/7/17,52.12,100.09,"1,191.50"
11/6/17,51.9,100.77,"1,194.20"
11/5/17,50.9,101.04,"1,194.70"
11/4/17,51.04,101.5,"1,203.60"
11/3/17,52.98,100.93,"1,198.60"
11/2/17,52.83,101.33,"1,190.80"
11/1/17,51.5,101.49,"1,219.10"
10/31/17,50.84,101.7,"1,214.40"
10/30/17,49.77,101.7,"1,221.10"
10/29/17,50.93,101.04,"1,216.80"
10/28/17,51.79,101.05,"1,227.20"
10/27/17,51.68,101.21,"1,231.40"
10/26/17,51.06,100.89,"1,219.80"
10/25/17,49.44,100.41,"1,226.50"
10/24/17,45.23,100.23,"1,227.20"
10/23/17,47.08,100.11,"1,218.50"
10/22/17,46.06,99.06,"1,223.20"
10/21/17,47.98,98.78,"1,240.30"
10/20/17,47.96,98.5,"1,243.40"
10/19/17,48.03,97.86,"1,230.30"
10/18/17,47.49,97.78,"1,185.55"
10/17/17,45.69,97.06,"1,241.70"
10/16/17,45.42,97.16,"1,262.80"
10/15/17,45.57,97.4,"1,261.60"
10/14/17,45.81,97.7,"1,261.20"
10/13/17,43.32,98.44,"1,268.60"
10/12/17,43.41,98.35,"1,275.10"
10/11/17,44.66,98.89,"1,275.70"
10/10/17,45.27,98.63,"1,271.70"
10/9/17,44.98,98.72,"1,269.10"
10/8/17,44.89,98.76,"1,313.00"
10/7/17,44.07,98.69,"1,322.10"
10/6/17,44.66,98.31,"1,322.60"
10/5/17,45.34,97.92,"1,326.80"
10/4/17,46.67,97.89,"1,352.10"
10/3/17,46.86,97.89,"1,350.20"
10/2/17,48.7,98.02,"1,354.40"
10/1/17,49.72,97.52,"1,334.40"
9/30/17,49.18,97.97,"1,319.30"
9/29/17,49.96,97.69,"1,322.70"
9/28/17,50.52,96.93,"1,315.60"
9/27/17,50.85,96.63,"1,310.70"
9/26/17,50.43,96.77,"1,317.70"
9/25/17,51.6,96.12,"1,306.30"
9/24/17,50.29,96.17,"1,312.10"
9/23/17,49.94,95.69,"1,312.60"
9/22/17,50.35,95.46,"1,314.30"
9/21/17,50.44,95.53,"1,307.50"
9/20/17,50.18,95.43,"1,300.70"
9/19/17,50.79,95.44,"1,299.30"
9/18/17,51.35,95.3,"1,301.20"
9/17/17,49.81,95.48,"1,296.60"
9/16/17,50.44,95.45,"1,298.40"
9/15/17,49.83,95.66,"1,302.80"
9/14/17,48.69,96.02,"1,293.40"
9/13/17,48.81,95.84,"1,294.40"
9/12/17,48.24,96.11,"1,310.20"
9/11/17,47.83,95.29,"1,311.00"
9/10/17,47.05,95.33,"1,354.80"
9/9/17,44.67,95.63,"1,359.30"
9/8/17,45.93,95.09,"1,368.00"
9/7/17,44.48,95.34,"1,365.60"
9/6/17,46.32,95.03,"1,372.70"
9/5/17,45.34,94.96,"1,386.60"
9/4/17,43.44,94.82,"1,383.70"
9/3/17,43.3,95.84,"1,386.70"
9/2/17,43.03,95.84,"1,374.90"
9/1/17,43.91,95.65,"1,361.30"
8/31/17,43.58,96.02,"1,360.80"
8/30/17,44.9,96.05,"1,353.50"
8/29/17,46.29,95.58,"1,361.30"
8/28/17,45.88,95.57,"1,369.70"
8/27/17,47.62,94.77,"1,367.20"
8/26/17,45.5,94.79,"1,370.80"
8/25/17,44.83,94.54,"1,379.50"
8/24/17,45.07,94.52,"1,386.60"
8/23/17,44.11,94.51,"1,393.50"
8/22/17,44.44,94.16,"1,397.50"
8/21/17,43.16,94.72,"1,331.10"
8/20/17,44.7,94.79,"1,326.25"
8/19/17,46.35,95.63,"1,371.70"
8/18/17,46.98,95.72,"1,359.00"
8/17/17,47.64,95.86,"1,354.00"
8/16/17,47.33,95.65,"1,360.60"
8/15/17,46.77,96.18,"1,370.50"
8/14/17,48.1,96.4,"1,369.30"
8/13/17,47.05,96.19,"1,370.10"
8/12/17,48.52,95.76,"1,376.50"
8/11/17,48.22,95.56,"1,393.90"
8/10/17,46.79,95.06,"1,391.30"
8/9/17,46.58,95.71,"1,394.10"
8/8/17,45.74,95.53,"1,405.20"
8/7/17,44.49,96.74,"1,396.70"
8/6/17,43.49,97.05,"1,405.10"
8/5/17,41.71,97.16,"1,396.70"
8/4/17,42.77,97.29,"1,392.90"
8/3/17,43.02,97.47,"1,400.10"
8/2/17,41.8,97,"1,401.70"
8/1/17,41.93,97.2,"1,396.70"
7/31/17,40.83,97.06,"1,391.40"
7/30/17,39.51,96.56,"1,394.00"
7/29/17,40.06,96.58,"1,414.00"
7/28/17,41.6,96.08,"1,410.00"
7/27/17,41.14,96.22,"1,415.50"
7/26/17,41.92,96.44,"1,402.30"
7/25/17,42.92,96.57,"1,401.80"
7/24/17,43.13,96.3,"1,384.90"
7/23/17,44.19,96.33,"1,378.10"
7/22/17,44.75,96.05,"1,369.60"
7/21/17,44.94,96.17,"1,368.30"
7/20/17,44.65,95.65,"1,372.50"
7/19/17,45.24,95.65,"1,379.20"
7/18/17,45.95,96.14,"1,366.70"
7/17/17,45.68,95.77,"1,379.30"
7/16/17,44.75,96.25,"1,375.90"
7/15/17,46.8,96.54,"1,374.00"
7/14/17,44.76,95.45,"1,378.20"
7/13/17,45.41,93.53,"1,389.50"
7/12/17,45.14,93.72,"1,381.20"
7/11/17,47.43,94.02,"1,401.80"
7/10/17,46.6,93.61,"1,402.50"
7/9/17,48.65,94.21,"1,405.50"
7/8/17,49.01,94.57,"1,411.70"
7/7/17,48.99,94.61,"1,403.30"
7/6/17,48.33,94.93,"1,352.00"
7/5/17,49.88,94.36,"1,345.50"
7/4/17,47.85,94.57,"1,383.20"
7/3/17,46.33,93.95,"1,363.90"
7/2/17,47.64,93.59,"1,370.30"
7/1/17,50.11,93.83,"1,361.10"
6/30/17,49.13,93.9,"1,367.70"
6/29/17,48.85,94.03,"1,365.70"
6/28/17,49.37,95.56,"1,306.60"
6/27/17,47.98,95.45,"1,311.70"
6/26/17,46.21,95.89,"1,314.20"
6/25/17,48.01,95.52,"1,333.80"
6/24/17,48.49,95.52,"1,333.90"
6/23/17,48.88,95.17,"1,336.60"
6/22/17,49.07,95.35,"1,326.00"
6/21/17,50.56,95.57,"1,325.60"
6/20/17,51.23,95.23,"1,328.10"
6/19/17,50.36,95.33,"1,317.00"
6/18/17,49.69,95.29,"1,313.70"
6/17/17,48.62,95.08,"1,303.30"
6/16/17,49.17,94.55,"1,288.10"
6/15/17,49.01,94.57,"1,288.70"
6/14/17,49.1,94.61,"1,283.90"
6/13/17,49.51,94.15,"1,254.20"
6/12/17,49.58,93.82,"1,256.50"
6/11/17,49.33,94.29,"1,258.60"
6/10/17,49.48,94.13,"1,212.15"
6/9/17,49.56,93.89,"1,256.90"
6/8/17,48.62,93.78,"1,262.90"
6/7/17,48.08,93.18,"1,266.70"
6/6/17,47.75,92.94,"1,272.00"
6/5/17,48.16,92.63,"1,294.20"
6/4/17,48.19,93.08,"1,295.20"
6/3/17,48.31,93.76,"1,295.20"
6/2/17,47.72,94.39,"1,313.60"
6/1/17,46.21,94.57,"1,314.20"
5/31/17,46.7,94.84,"1,311.10"
5/30/17,46.23,95.12,"1,308.80"
5/29/17,44.66,94.6,"1,307.00"
5/28/17,43.44,94.49,"1,311.90"
5/27/17,44.66,93.98,"1,300.60"
5/26/17,44.32,94.49,"1,302.20"
5/25/17,43.78,94.7,"1,329.40"
5/24/17,43.65,94.9,"1,307.10"
5/23/17,44.78,94.74,"1,310.60"
5/22/17,45.92,93.96,"1,329.10"
5/21/17,46.03,93.95,"1,333.60"
5/20/17,45.33,94.23,"1,327.70"
5/19/17,44.04,94.48,"1,303.10"
5/18/17,42.64,94.43,"1,286.50"
5/17/17,43.73,94.63,"1,279.10"
5/16/17,43.18,94.51,"1,275.80"
5/15/17,42.63,94.62,"1,265.50"
5/14/17,41.08,94.59,"1,286.20"
5/13/17,39.78,94.84,"1,289.00"
5/12/17,40.36,95.16,"1,287.50"
5/11/17,41.5,95.94,"1,267.00"
5/10/17,41.76,96.14,"1,266.40"
5/9/17,42.17,96.14,"1,258.80"
5/8/17,40.36,96.05,"1,280.60"
5/7/17,39.72,95.65,"1,293.10"
5/6/17,37.26,95.29,"1,289.10"
5/5/17,37.75,95.09,"1,274.00"
5/4/17,35.89,94.76,"1,269.00"
5/3/17,35.7,95.89,"1,255.50"
5/2/17,36.79,96.63,"1,261.20"
5/1/17,38.34,96.62,"1,251.40"
4/30/17,38.32,96.17,"1,255.60"
4/29/17,38.28,96.07,"1,267.60"
4/28/17,39.39,97.17,"1,263.60"
4/27/17,39.46,97.21,"1,273.00"
4/26/17,39.79,97.07,"1,257.40"
4/25/17,41.45,97.34,"1,216.70"
4/24/17,39.91,97.59,"1,259.10"
4/23/17,39.44,98.21,"1,260.70"
4/22/17,40.2,98.35,"1,285.50"
4/21/17,38.46,98.21,"1,279.40"
4/20/17,36.34,98.15,"1,288.70"
4/19/17,37.18,97.29,"1,300.80"
4/18/17,38.5,97.46,"1,267.60"
4/17/17,37.84,97.48,"1,266.90"
4/16/17,38.29,97.38,"1,281.10"
4/15/17,36.5,96.6,"1,295.30"
4/14/17,37.9,96.95,"1,306.80"
4/13/17,35.92,96.79,"1,290.10"
4/12/17,34.57,96.87,"1,295.70"
4/11/17,34.66,95.98,"1,297.00"
4/10/17,34.4,95.94,"1,302.30"
4/9/17,33.75,95.56,"1,287.40"
4/8/17,32.78,95.89,"1,269.70"
4/7/17,33.07,96.07,"1,257.90"
4/6/17,32.15,96.57,"1,260.00"
4/5/17,31.87,97.03,"1,245.50"
4/4/17,31.48,96.47,"1,263.70"
4/3/17,29.64,97.29,"1,263.80"
4/2/17,30.77,98.87,"1,248.10"
4/1/17,30.66,99.01,"1,233.40"
3/31/17,29.04,99.61,"1,254.10"
3/30/17,30.6,98.51,"1,249.20"
3/29/17,29.08,98.9,"1,233.90"
3/28/17,29.44,99.36,"1,227.80"
3/27/17,26.21,99.36,"1,208.10"
3/26/17,27.45,99.57,"1,233.60"
3/25/17,27.94,99.06,"1,257.90"
3/24/17,29.69,99.09,"1,268.80"
3/23/17,30.89,98.99,"1,219.30"
3/22/17,31.72,98.96,"1,223.40"
3/21/17,32.28,98.96,"1,224.50"
3/20/17,29.88,99.09,"1,184.30"
3/19/17,31.62,98.93,"1,184.00"
3/18/17,33.62,98.97,"1,169.60"
3/17/17,33.22,98.72,"1,156.40"
3/16/17,32.3,98.54,"1,157.80"
3/15/17,31.45,98.22,"1,146.20"
3/14/17,30.34,99.18,"1,147.80"
3/13/17,32.19,99.4,"1,148.00"
3/12/17,29.53,98.87,"1,151.40"
3/11/17,26.55,98.63,"1,136.50"
3/10/17,28.46,98.63,"1,126.70"
3/9/17,30.02,98.27,"1,127.70"
3/8/17,29.75,98.1,"1,135.80"
3/7/17,29.42,97.92,"1,119.90"
3/6/17,31.2,97.98,"1,088.50"
3/5/17,30.48,97.98,"1,090.30"
3/4/17,30.44,98.34,"1,121.60"
3/3/17,31.41,98.23,"1,106.40"
3/2/17,33.16,98.36,"1,120.60"
3/1/17,33.27,98.7,"1,120.30"
2/28/17,33.97,99.27,"1,131.70"
2/27/17,35.97,97.87,"1,134.90"
2/26/17,36.76,98.22,"1,145.30"
2/25/17,37.04,97.6,"1,134.50"
2/24/17,36.6,97.56,"1,121.00"
2/23/17,37.87,97.94,"1,118.10"
2/22/17,36.81,97.34,"1,103.40"
2/21/17,38.1,98.47,"1,103.20"
2/20/17,37.5,98.66,"1,111.00"
2/19/17,36.14,98.35,"1,110.50"
2/18/17,34.74,97.62,"1,118.30"
2/17/17,34.73,99.99,"1,110.60"
2/16/17,34.95,99.8,"1,116.40"
2/15/17,35.52,100.17,"1,122.90"
2/14/17,37.35,100.02,"1,105.70"
2/13/17,36.31,99.8,"1,090.50"
2/12/17,35.62,99.8,"1,117.70"
2/11/17,36.76,99.53,"1,102.20"
2/10/17,37.16,99.8,"1,103.80"
2/9/17,37.51,99.56,"1,116.20"
2/8/17,37.65,98.99,"1,112.70"
2/7/17,39.97,99.65,"1,117.30"
2/6/17,41.08,99.63,"1,116.40"
2/5/17,39.94,99.44,"1,116.30"
2/4/17,41.85,99,"1,125.20"
2/3/17,41.65,98.65,"1,102.60"
2/2/17,41.71,99.01,"1,094.40"
2/1/17,42.59,99.29,"1,104.00"
1/31/17,43.04,98.98,"1,105.90"
1/30/17,42.87,99.17,"1,096.50"
1/29/17,41.75,97.94,"1,070.80"
1/28/17,40.39,97.95,"1,110.00"
1/27/17,40.54,97.16,"1,113.20"
1/26/17,40.75,96.93,"1,106.30"
1/25/17,40.67,96.95,"1,115.40"
1/24/17,41.74,97.28,"1,117.20"
1/23/17,40.74,97.78,"1,108.50"
1/22/17,41.75,96.91,"1,108.50"
1/21/17,42.93,96.86,"1,124.10"
1/20/17,44.21,97.13,"1,122.90"
1/19/17,43.87,96.38,"1,122.90"
1/18/17,44.29,95.03,"1,127.00"
1/17/17,45.2,94.91,"1,131.00"
1/16/17,46.32,94.93,"1,130.80"
1/15/17,47.9,94.54,"1,129.50"
1/14/17,46.14,94.37,"1,141.70"
1/13/17,46.59,93.93,"1,142.80"
1/12/17,46.06,94.76,"1,150.20"
1/11/17,45.94,94.84,"1,172.00"
1/10/17,43.2,94.81,"1,176.80"
1/9/17,43.98,95.32,"1,183.40"
1/8/17,44.6,95.5,"1,210.90"
1/7/17,45.38,95.45,"1,199.80"
1/6/17,45.2,96.11,"1,201.70"
1/5/17,45.55,95.83,"1,200.10"
1/4/17,45.89,96.19,"1,204.10"
1/3/17,47.26,96.35,"1,205.40"
1/2/17,46.38,95.86,"1,216.60"
1/1/17,46.64,96.03,"1,212.00"
12/31/16,46.66,96.27,"1,222.30"
12/30/16,47.1,96.69,"1,227.10"
12/29/16,49.63,96.07,"1,219.30"
12/28/16,49.43,96.28,"1,206.90"
12/27/16,47.81,95.89,"1,206.20"
12/26/16,48.53,94.86,"1,197.50"
12/25/16,46.26,94.55,"1,185.00"
12/24/16,45.54,95.42,"1,189.10"
12/23/16,44.74,95.61,"1,186.40"
12/22/16,45.09,95.25,"1,178.30"
12/21/16,45.23,95.19,"1,179.00"
12/20/16,44.43,95.46,"1,156.90"
12/19/16,45.7,96.01,"1,158.40"
12/18/16,44.91,95.98,"1,172.90"
12/17/16,44.48,96.23,"1,178.20"
12/16/16,45.83,96.23,"1,192.60"
12/15/16,46.68,96.41,"1,200.70"
12/14/16,44.68,95.83,"1,179.40"
12/13/16,46.9,95.45,"1,172.70"
12/12/16,47.15,95.82,"1,181.80"
12/11/16,44.59,96.11,"1,186.50"
12/10/16,44,95.61,"1,167.20"
12/9/16,44.63,95.1,"1,168.60"
12/8/16,45.92,94.53,"1,151.50"
12/7/16,44.15,93.33,"1,156.70"
12/6/16,45.94,95.01,"1,152.90"
12/5/16,44.7,95.98,"1,158.90"
12/4/16,45.72,96.36,"1,151.70"
12/3/16,46.05,97.04,"1,170.90"
12/2/16,46.75,96.81,"1,119.90"
12/1/16,46.25,96.52,"1,119.90"
11/30/16,45.41,96.44,"1,171.50"
11/29/16,49.2,96.26,"1,174.50"
11/28/16,45.22,97.29,"1,185.40"
11/27/16,42.56,97.16,"1,192.30"
11/26/16,38.6,97.56,"1,187.90"
11/25/16,39.31,97.83,"1,189.40"
11/24/16,38.24,97.96,"1,178.20"
11/23/16,40.45,97.93,"1,180.00"
11/22/16,41.14,97.49,"1,194.70"
11/21/16,40.8,97.34,"1,209.90"
11/20/16,42.62,97.56,"1,217.80"
11/19/16,41.87,96.98,"1,213.20"
11/18/16,42.5,96.77,"1,188.10"
11/17/16,42.23,96.5,"1,177.30"
11/16/16,43.3,97.24,"1,178.90"
11/15/16,43.08,97.11,"1,173.30"
11/14/16,44.96,97.6,"1,176.10"
11/13/16,43.87,97.33,"1,184.00"
11/12/16,44.66,98.03,"1,168.70"
11/11/16,45.15,97.86,"1,166.80"
11/10/16,45.74,97.67,"1,156.80"
11/9/16,45.17,97.17,"1,152.60"
11/8/16,47.12,96.64,"1,148.10"
11/7/16,48.52,96.86,"1,149.70"
11/6/16,48.79,96.03,"1,147.80"
11/5/16,47.98,96.61,"1,154.10"
11/4/16,47.39,96.29,"1,154.40"
11/3/16,48.14,96.86,"1,158.50"
11/2/16,48.45,96.3,"1,161.60"
11/1/16,49.19,96.11,"1,161.60"
10/31/16,50.36,96.11,"1,151.00"
10/30/16,50.15,96.31,"1,161.10"
10/29/16,50.89,95.48,"1,158.60"
10/28/16,50.91,94.79,"1,170.50"
10/27/16,51.41,95.47,"1,176.50"
10/26/16,53.04,95.19,"1,201.70"
10/25/16,52.2,95.26,"1,214.20"
10/24/16,52.74,95.43,"1,217.30"
10/23/16,52.78,94.33,"1,223.40"
10/22/16,51.65,94.08,"1,226.00"
10/21/16,52.33,94.04,"1,227.60"
10/20/16,52.53,94.3,"1,226.10"
10/19/16,55.52,95,"1,229.60"
10/18/16,56.93,94.81,"1,220.50"
10/17/16,56.96,94.97,"1,241.60"
10/16/16,59.47,94.98,"1,167.80"
10/15/16,58.33,94.65,"1,232.50"
10/14/16,59.63,95.17,"1,239.50"
10/13/16,59.7,95.3,"1,241.80"
10/12/16,60.27,96.31,"1,249.00"
10/11/16,61.01,95.46,"1,244.10"
10/10/16,59.68,95.47,"1,241.30"
10/9/16,59.61,95.83,"1,242.00"
10/8/16,60.45,97.39,"1,245.80"
10/7/16,59.92,96.91,"1,253.10"
10/6/16,59.97,96.97,"1,270.40"
10/5/16,59.52,97.37,"1,271.80"
10/4/16,59.96,97.3,"1,247.90"
10/3/16,60.77,96.01,"1,250.40"
10/2/16,61.43,96.11,"1,256.80"
10/1/16,60.14,95.25,"1,252.00"
9/30/16,58.14,95.45,"1,253.60"
9/29/16,59.13,95.27,"1,259.60"
9/28/16,58,94.22,"1,247.80"
9/27/16,59.64,93.14,"1,243.00"
9/26/16,61.26,93.46,"1,237.60"
9/25/16,60.2,93.62,"1,241.10"
9/24/16,60.3,94.53,"1,250.90"
9/23/16,57.68,95.01,"1,258.80"
9/22/16,57.51,94.79,"1,251.40"
9/21/16,58.03,94.64,"1,251.70"
9/20/16,59.85,94.09,"1,251.50"
9/19/16,59.92,95.08,"1,249.60"
9/18/16,59.72,95.48,"1,251.20"
9/17/16,60.72,95.3,"1,207.40"
9/16/16,58.98,94.6,"1,204.40"
9/15/16,57.26,95.21,"1,268.70"
9/14/16,59.43,96.09,"1,267.10"
9/13/16,59.69,96.77,"1,272.50"
9/12/16,59.88,96.92,"1,270.40"
